SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Ante Natal Care Services ANC,dummy,Part A,Part A-dummy-Ante Natal Care Services ANC,SC,,,,,,,,,,,,
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Ante Natal Care Services ANC,dummy,M1,M1-dummy-Ante Natal Care Services ANC,SC,,,,,,,,,,,,
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Total number of pregnant women Registered for ANC  ,TOTAL,1.1,1.1-TOTAL-Total number of pregnant women Registered for ANC,SC,14.0,11.0,13.0,12.0,21.0,14.0,17.0,3.0,5.0,3.0,3.0,3.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Of which Number registered within first trimester,TOTAL,1.1.1,1.1.1-TOTAL-Of which Number registered within first trimester,SC,11.0,7.0,7.0,4.0,10.0,10.0,9.0,3.0,4.0,2.0,3.0,1.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,New women registered under JSY,TOTAL,1.2,1.2-TOTAL-New women registered under JSY,SC,4.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Number of pregnant women received 3 ANC check ups,TOTAL,1.3,1.3-TOTAL-Number of pregnant women received 3 ANC check ups,SC,9.0,16.0,14.0,11.0,13.0,12.0,20.0,5.0,4.0,3.0,5.0,3.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Number of pregnant women given,dummy,1.4,1.4-dummy-Number of pregnant women given,SC,,,,,,,,,,,,
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,TT1,TOTAL,1.4.1,1.4.1-TOTAL-TT1,SC,4.0,6.0,7.0,11.0,11.0,8.0,13.0,1.0,4.0,0.0,2.0,3.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,TT2 or Booster,TOTAL,1.4.2,1.4.2-TOTAL-TT2 or Booster,SC,12.0,4.0,12.0,16.0,11.0,8.0,9.0,2.0,7.0,0.0,1.0,2.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Total number of pregnant women given 100 IFA tablets,TOTAL,1.5,1.5-TOTAL-Total number of pregnant women given 100 IFA tablets,SC,6.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Pregnant women with Hypertension (BP>140/90) ,dummy,1.6,1.6-dummy-Pregnant women with Hypertension (BP>140/90),SC,,,,,,,,,,,,
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,New cases detected at institution,TOTAL,1.6.1,1.6.1-TOTAL-New cases detected at institution,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Number of Eclampsia cases managed during delivery,TOTAL,1.6.2,1.6.2-TOTAL-Number of Eclampsia cases managed during delivery,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Pregnant women with Anaemia ,dummy,1.7,1.7-dummy-Pregnant women with Anaemia,SC,,,,,,,,,,,,
SC Sonegaon Gondkhairi,A-M1-,REPRODUCTIVE AND CHILD HEALTH,Ante Natal Care Services ANC,Number having Hb level<11 (tested cases),TOTAL,1.7.1,1.7.1-TOTAL-Number having Hb level<11 (tested cases),SC,14.0,11.0,13.0,12.0,20.0,14.0,17.0,3.0,5.0,3.0,3.0,0.0
